Mod. Lambda;Mes. Lambda;Mes. MST;Mes. MSR;Mod. MRT;MRT=k/lambda;Mes. MRT;;Mod. U;1-Pi_0;Mes. U;State;Mes MCpuTime;Mes Average Power;Mes Total Power;Mes frequency
2;2,035;125,069054;7,995582984;167,7688244;151,2620424;147,464842;109,0871256;25,45155249;25,95169873;25.43;3;125,055512;1.35752052545155993431;826.73;2000000
2;2,07;125,331894;7,978815033;169,2386704;143,858319;146,892294;109,1412129;25,94370206;25,83501006;25.91;3;125,317166;1.36400656814449917898;830.68;2000000
2;2,07;125,331894;7,978815033;169,2386704;143,858319;146,892294;109,1412129;25,94370206;25,83501006;25.91;3;125,317166;1.36400656814449917898;830.68;2000000
2;2,076666667;125,503208;7,967923816;169,7430573;146,7994816;148,737985;109,1543053;26,06283286;25,27075812;26.04;3;125,48717;1.39116584564860426929;847.22;2000000
2;2,076666667;125,503208;7,967923816;169,7430573;146,7994816;148,737985;109,1543053;26,06283286;25,27075812;26.04;3;125,48717;1.39116584564860426929;847.22;2000000
2;1,918333333;119,146921;8,392999094;154,448127;141,9219369;137,387294;108,801913;22,85635101;24,0990013;22.85;3;119,131376;1.41738916256157635467;863.19;2100000
2;1,958333333;119,83934;8,344505235;156,5883311;135,9674923;139,005821;108,8691923;23,46853742;22,79880902;23.46;3;119,824584;1.42175697865353037766;865.85;2100000
2;1,965;118,575961;8,43341257;154,5974363;126,8489365;135,628602;108,8506894;23,30017634;21,7888936;23.29;3;118,559459;1.42400656814449917898;867.22;2100000
2;1,98;119,056247;8,399391256;155,7780107;130,4589862;136,858489;108,8806877;23,57313691;22,80185107;23.57;3;119,039739;1.68357963875205254515;1025.30;2100000
2;1,983333333;119,160513;8,39204175;156,0376811;122,397552;135,803599;108,8873218;23,63350175;21,75556489;23.63;3;119,143085;1.69231527093596059113;1030.62;2100000
2;1,985;119,323159;8,380602796;156,3574274;148,8291857;140,626355;108,8930526;23,68564706;24,42299622;23.68;3;119,306732;1.69765188834154351395;1033.87;2100000
2;1,996666667;119,463121;8,370784152;156,8844632;131,6336573;138,323147;108,9114231;23,85280316;21,86065916;23.84;3;119,448562;1.43504105090311986863;873.94;2100000
2;2,011666667;118,481867;8,44011008;155,5586533;115,8871387;134,616595;108,9094228;23,83460224;20,86956522;23.83;3;118,461657;1.67571428571428571428;1020.51;2100000
2;2,033333333;119,394498;8,375595331;157,6724519;135,3919718;138,563547;108,9580293;24,27688126;24,00655469;24.26;3;119,379554;1.44555008210180623973;880.34;2100000
2;2,038333333;119,053519;8,39958372;157,2017983;129,1149976;137,217225;108,9569516;24,26707562;23,45729465;24.25;2;119,037012;1.70154351395730706075;1036.24;2100000
2,24;2,256666667;209,97865;4,762388938;399,0865274;321,2662208;309,85504;111,4976315;47,38518202;49,05869324;47.30;6;209,934367;1.44608196721311475409;882.11;800000
2,24;2,3;208,350719;4,799599468;400,0640954;293,5294396;298,77402;111,5564811;47,92066537;49,40239044;47.83;4;208,307584;1.46868852459016393442;895.90;800000
2,24;2,251666667;207,3842;4,821968115;389,0594236;337,9746659;316,640247;111,4218914;46,69600903;48,05771365;46.61;6;207,340942;1.45131147540983606557;885.30;800000
2,24;2,248333333;208,043769;4,806680848;390,8773121;324,9700422;310,056645;111,4305916;46,77517406;47,90663209;46.68;7;207,999407;1.45814754098360655737;889.47;800000
2,24;2,196666667;208,267542;4,801516311;383,8993172;327,3135944;307,022463;111,3178631;45,74943673;49,07091392;45.67;5;208,225475;1.43308702791461412151;872.75;800000
2,24;2,213333333;213,498538;4,683872824;404,7698909;350,9710653;326,175341;111,4832523;47,25434308;49,22845314;47.18;5;213,449246;1.40850819672131147540;859.19;900000
2,24;2,266666667;207,369127;4,822318609;391,2895898;292,8205461;296,025092;111,4557032;47,00366879;47,40904079;46.92;4;207,326011;1.45824590163934426229;889.53;900000
2,24;2,261666667;207,552444;4,818059382;391,1762047;297,0478428;298,901381;111,4488647;46,94144442;47,3664825;46.86;4;207,506505;1.45680327868852459016;888.65;900000
2,24;2,33;211,523883;4,727598538;417,0840048;313,4873201;313,44216;111,7064286;49,28506474;49,73185556;49.20;5;211,476561;1.44291803278688524590;880.18;900000
2,24;2,231666667;211,456272;4,72911014;400,409463;278,8261869;295,598855;111,4761801;47,18999137;45,1287794;47.12;5;211,406168;1.43134426229508196721;873.12;1200000
2,24;2,215;208,974788;4,785266249;389,0647516;292,7151452;298,243039;111,3770419;46,28791554;44,90409929;46.22;4;208,929586;1.44837704918032786885;883.51;1200000
2,24;2,261666667;210,232227;4,75664466;400,8051384;282,3908769;295,830606;111,5154727;47,54752201;45,5985267;47.48;5;210,183207;1.43629508196721311475;876.14;1200000
2,24;2,228333333;211,164947;4,735634461;398,8352212;288,2167497;296,487492;111,4612993;47,05458902;46,20560748;46.99;6;211,118867;1.41686885245901639344;864.29;1200000
2,28;2,213333333;212,085614;4,715076997;399,7212082;296,8970349;301,082371;111,4488836;46,9416159;47,49717727;46.88;5;212,037513;1.41954098360655737704;865.92;1300000
2,28;2,23;208,272416;4,801403946;388,8926132;290,8013957;296,903677;111,3942779;46,44474877;45,38662682;46.38;4;208,224757;1.44386885245901639344;880.76;1300000
2,28;2,27;207,832077;4,8115768;393,4565345;282,4233116;293,665465;111,4748492;47,17788148;46,34862385;47.11;6;207,786005;1.45577049180327868852;888.02;1300000
2,28;2,358333333;211,098368;4,737128048;420,3809575;322,926509;317,65169;111,7612651;49,78403179;50,0176616;49.70;6;211,051139;1.44093442622950819672;878.97;1300000
2,28;2,35;208,296682;4,800844595;408,0226065;332,7626389;317,62085;111,6695743;48,94972027;49,91137894;48.87;5;208,247293;1.47470491803278688524;899.57;1300000
2,32;2,316666667;203,38881;4,916691336;384,6117353;309,6551885;300,917296;111,468313;47,11840765;47,3570658;47.05;5;203,345492;1.49293442622950819672;910.69;1000000
2,32;2,388333333;204,049849;4,900763244;398,0210535;358,8248595;330,245959;111,6458562;48,7339056;49,35472619;48.65;8;204,005909;1.50581967213114754098;918.55;1000000
2,32;2,306666667;203,609847;4,911353821;383,9232663;280,5628793;289,409688;111,4515639;46,96600471;46,37053088;46.89;4;203,566805;1.48311475409836065573;904.70;1000000
2,32;2,426666667;208,696127;4,791655765;422,8349301;321,4087663;316,604185;111,8557309;50,64359349;52,24854102;50.55;5;208,655263;1.63685245901639344262;998.48;1000000
2,32;2,275;206,007521;4,854191707;387,7183682;318,0415337;306,984102;111,4406515;46,86671103;47,67484438;46.79;8;205,964015;1.50067213114754098360;915.41;1000000
2,32;2,338333333;212,090238;4,714974199;420,7619311;300,7449303;310,143596;111,740355;49,59376732;48,66405415;49.51;7;212,041473;1.43645901639344262295;876.24;1100000
2,32;2,361666667;209,779272;4,766915198;415,7574516;306,7812242;309,480384;111,7347616;49,5428714;50,01763668;49.46;4;209,730452;1.45306557377049180327;886.37;1100000
2,32;2,338333333;207,00126;4,830888469;401,1947362;314,7614113;308,46493;111,609577;48,40379463;50,01781261;48.32;6;206,958314;1.47167213114754098360;897.72;1100000
2,32;2,376666667;209,874194;4,764759216;418,7442402;305,8712833;310,249252;111,771823;49,88010011;48,40518752;49.79;5;209,828224;1.46660655737704918032;894.63;1100000
2,32;2,261666667;211,910438;4,718974721;406,9493844;311,3790984;310,499124;111,5571858;47,92707739;47,14548803;47.85;5;211,862332;1.40988524590163934426;860.03;1100000
2,8;2,773333333;211,730332;4,722988863;512,9111193;358,6272731;355,848373;112,7433147;58,71987874;59,56743767;58.48;6;211,689472;1.55959016393442622950;951.35;800000
2,8;2,846666667;210,806859;4,743678667;527,1447938;355,8115196;360,247379;112,8850645;60,00968586;59,78928885;59.86;8;210,764054;1.59308196721311475409;971.78;800000
2,8;2,725;209,872343;4,764801239;490,2438438;359,0070091;355,412402;112,5752045;57,19021347;56,43534087;57.06;6;209,829001;1.56332786885245901639;953.63;800000
2,8;2,795;210,213343;4,757071962;509,6653025;352,2364026;355,316681;112,7471338;58,75462937;58,92697466;58.61;7;210,170845;1.57334426229508196721;959.74;800000
2,8;2,738333333;210,320239;4,754654163;495,9528192;351,0759385;351,914456;112,6194369;57,59269211;55,97809553;57.47;9;210,272702;1.64383606557377049180;1002.74;800000
2,8;2,835;207,764035;4,813152575;505,522179;377,5069305;367,722104;112,7632313;58,90110392;60,53482222;58.77;8;207,72091;1.60550819672131147540;979.36;900000
2,8;2,806666667;207,06538;4,829392533;494,3823662;358,9384559;357,251266;112,6769869;58,11634999;58,83051351;57.98;7;207,022216;1.59357377049180327868;972.08;900000
2,8;2,823333333;207,249629;4,825099108;499,5589458;361,7161293;355,045641;112,7206313;58,51347859;60,40129832;58.38;6;207,206616;1.59736065573770491803;974.39;900000
2,8;2,71;206,655714;4,838966127;469,7115597;306,9548064;319,78555;112,4448065;56,00369849;55,67168767;55.88;4;206,611005;1.56895081967213114754;957.06;900000
2,8;2,86;220,468359;4,535798264;596,7305382;409,8435791;407,321803;113,2196292;63,05395067;64,78298864;62.90;6;220,414677;2.05893442622950819672;1255.95;900000
2,8;2,786666667;208,570912;4,794532423;498,0412645;320,5527067;336,415225;112,6775815;58,12176081;55,4857997;57.99;6;208,525561;1.56667213114754098360;955.67;1200000
2,8;2,803333333;208,380742;4,798907953;501,1087986;381,3121364;365,640961;112,7099259;58,41606801;59,76225854;58.28;7;208,338443;1.56629508196721311475;955.44;1200000
2,8;2,738333333;205,83547;4,858249164;471,7168416;324,7452431;332,461449;112,484471;56,36461287;55,33921509;56.25;7;205,793094;1.56475409836065573770;954.50;1200000
2,8;2,86;205,179071;4,87379144;496,5757525;338,2431725;343,898008;112,7390655;58,68121431;58,17069618;58.55;6;205,139946;1.61011475409836065573;982.17;1200000
2,8;2,88;205,860805;4,857651266;505,6503223;341,4971234;347,523893;112,8057415;59,28791184;58,54787388;59.15;9;205,816221;1.60670491803278688524;980.09;1200000
2,85;2,805;208,188797;4,803332429;500,4172406;346,3415228;351,377841;112,7078256;58,39695756;57,23195723;0.12;7;208,144915;.87062295081967213114;531.08;1300000
2,85;2,865;210,362619;4,753696283;529,4657532;374,9212782;373,808541;112,913551;60,26889034;60,16283803;60.13;7;210,319272;1.58547540983606557377;967.14;1300000
2,85;2,97;210,033826;4,761137856;558,3043185;400,073668;396,416452;113,1455671;62,38004632;61,59887798;62.24;9;209,990592;1.60034426229508196721;976.21;1300000
2,85;2,76;207,822613;4,811795914;487,377908;376,4266373;362,381937;112,5937586;57,35904119;60,60971929;57.23;9;207,77849;1.58272131147540983606;965.46;1300000
2,9;2,873333333;204,760207;4,883761423;497,4065001;363,5675023;359,867712;112,7559042;58,83443281;59,75645115;58.70;6;204,716407;1.63827868852459016393;999.35;1000000
2,9;2,86;208,80129;4,789242442;518,3381716;372,464704;366,003382;112,8529169;59,71716894;60,50101952;59.58;6;208,757152;1.59777049180327868852;974.64;1000000
2,9;2,951666667;207,428884;4,820929375;534,9702831;367,9566025;368,668109;113,0187475;61,22609226;60,79593565;61.08;8;207,386552;1.61163934426229508196;983.10;1000000
2,9;2,826666667;205,285083;4,871274548;489,0913358;343,2427473;346,611688;112,6671948;58,02725013;58,29649278;57.89;6;205,242881;1.61993442622950819672;988.16;1000000
2,9;2,898333333;205,393595;4,868700993;507,5194951;364,0672591;360,010402;112,8323371;59,52991028;60,33342915;59.39;8;205,353231;1.62713114754098360655;992.55;1000000
2,9;2,901666667;209,936572;4,763343473;537,150163;396,873103;383,550009;112,9847338;60,91659531;61,72839506;60.78;11;209,892186;1.58634426229508196721;967.67;1100000
2,9;2,878333333;207,198507;4,826289603;513,358547;371,2552069;364,705523;112,8442862;59,63863693;61,64978292;0.12;7;207,155036;.87275409836065573770;532.38;1100000
2,9;2,903333333;207,181109;4,826694889;519,9230466;374,0814743;369,668861;112,9006589;60,15158198;61,00430416;60.01;8;207,136924;1.60703278688524590163;980.29;1100000
2,9;3,021666667;207,584383;4,817318073;556,9009643;405,8547837;397,555177;113,1834864;62,72508106;63,13757927;62.57;10;207,544363;1.63890163934426229508;999.73;1100000
3,36;3,418333333;209,972033;4,762539019;743,9337676;477,1336049;475,85359;114,1781209;71,77543995;71,53302462;71.56;9;209,930997;1.76118032786885245901;1074.32;800000
3,36;3,343333333;207,857629;4,810985311;681,3604416;421,9337999;429,707615;113,9273614;69,49373396;68,35285323;69.29;7;207,817947;1.73132786885245901639;1056.11;800000
3,36;3,43;207,703561;4,81455395;722,2542683;505,3355531;490,311651;114,1195311;71,24232142;72,38280301;71.04;14;207,663785;1.74932786885245901639;1067.09;800000
3,36;3,351666667;209,858118;4,765124216;707,4849899;474,4227405;467,991043;114,0200853;70,33744588;70,86751181;70.13;12;209,820722;1.70337704918032786885;1039.06;800000
3,36;3,27;210,796703;4,743907214;678,4687602;427,1216814;429,973893;113,8654644;68,93052188;68,56050955;68.73;11;210,755795;1.67842622950819672131;1023.84;800000
3,36;3,36;207,292955;4,824090621;683,0178308;428,5330547;434,386414;113,9445826;69,65043288;68,80733945;69.34;9;207,252289;1.77314754098360655737;1081.62;900000
3,36;3,218333333;207,838447;4,811429331;627,7085634;377,4807617;389,237586;113,6411385;66,88934019;67,07222366;66.70;10;207,795364;1.68145901639344262295;1025.69;900000
3,36;3,315;207,013345;4,830606452;659,801889;401,049704;411,743365;113,8318791;68,62492387;66,54938427;68.43;10;206,972386;1.72339344262295081967;1051.27;900000
3,36;3,325;210,143647;4,758649687;697,5204676;407,8349218;419,782993;113,9690166;69,87276263;69,63167126;69.68;8;210,099472;1.69072131147540983606;1031.34;900000
3,36;3,271666667;206,933518;4,832469914;640,6957453;417,6579167;420,70106;113,7304222;67,70174931;66,25923097;0.12;10;206,890916;.85968852459016393442;524.41;900000
3,36;3,346666667;202,802452;4,930906851;631,2174188;396,472363;402,490024;113,7490471;67,8712206;68,11053025;67.70;8;202,762514;1.75649180327868852459;1071.46;1200000
3,36;3,366666667;205,776063;4,859651727;669,7990665;444,6992583;440,246669;113,9036457;69,27794121;68,84434546;69.09;10;205,735035;1.73831147540983606557;1060.37;1200000
3,36;3,331666667;203,235615;4,920397441;629,4332659;417,0127074;418,419083;113,7314754;67,7113324;68,56714179;67.53;9;203,196061;1.76768852459016393442;1078.29;1200000
3,36;3,451666667;203,740032;4,908215583;686,5543536;436,6355705;438,140828;114,018637;70,32426771;70,79411055;69.90;9;203,699586;1.77068739770867430441;1081.89;1200000
3,36;3,368333333;202,999282;4,926125798;641,9340334;463,8654993;450,698624;113,804624;68,37692482;69,28023745;68.19;11;202,959277;1.76434426229508196721;1076.25;1200000
3,42;3,35;207,98801;4,807969459;685,8854234;405,3346795;419,285642;113,9473906;69,67598335;68,71425019;69.49;7;207,945857;1.72255737704918032786;1050.76;1300000
3,42;3,43;207,339627;4,823004722;717,8726565;501,0866556;486,542016;114,1058124;71,11749206;73,03862035;70.92;12;207,300235;1.74914754098360655737;1066.98;1300000
3,42;3,5;208,912489;4,786693246;777,1860181;539,5314041;525,961292;114,3258189;73,11937115;74,67269698;72.91;13;208,873841;1.75378688524590163934;1069.81;1300000
3,42;3,22;207,538139;4,818391476;625,6289618;355,7969675;379,525613;113,6343182;66,82728076;64,2690815;66.66;9;207,497342;1.68198360655737704918;1026.01;1300000
3,42;3,401666667;209,537308;4,772419812;729,525957;404,9966142;424,680964;114,1234091;71,2776076;70,75679647;71.08;6;209,496697;1.70449180327868852459;1039.74;1300000
3,48;3,348333333;206,761492;4,83649054;671,9720174;438,3607927;438,585427;113,8984473;69,23063957;69,04702662;69.04;10;206,71989;1.74877049180327868852;1066.75;1000000
3,48;3,373333333;205,019343;4,87758855;664,780809;381,6635543;399,703483;113,8906684;69,15985837;67,39935787;68.97;8;204,978611;1.77345901639344262295;1081.81;1000000
3,48;3,38;204,930001;4,879715001;666,793357;428,8737561;430,896247;113,9023708;69,26634034;68,99186591;68.96;9;204,890204;1.76461538461538461538;1078.18;1000000
3,48;3,465;206,626049;4,83966085;727,4521565;530,9162799;524,371712;114,1583923;71,59592598;71,91632604;71.39;13;206,588406;1.77573770491803278688;1083.20;1000000
3,48;3,431666667;205,693832;4,861594489;699,3359977;490,6248906;478,532933;114,0475406;70,58726668;71,69215829;70.38;9;205,655511;1.76714754098360655737;1077.96;1000000
3,48;3,506666667;207,421463;4,821101855;760,7830413;499,2018732;495,869969;114,2836637;72,73579303;72,32121644;72.53;13;207,381086;1.79447540983606557377;1094.63;1100000
3,48;3,348333333;208,4721;4,796804944;690,3828784;433,2333313;434,897345;113,9613946;69,80340815;70,21647176;69.61;9;208,429228;1.70552459016393442622;1040.37;1100000
3,48;3,485;206,673336;4,838553533;738,7960475;464,3376158;464,565544;114,2056198;72,0256576;72,48386326;71.82;10;206,633781;1.75685245901639344262;1071.68;1100000
3,48;3,506666667;208,328054;4,800121639;773,1231635;466,0708043;472,500597;114,3186021;73,05370427;72,60631979;72.85;8;208,287267;1.74357377049180327868;1063.58;1100000
3,48;3,536666667;206,643527;4,83925151;767,7043114;538,8609319;522,897873;114,3218137;73,08292738;73,61601885;72.75;12;206,604508;1.75918032786885245901;1073.10;1100000
3,92;3,83;206,713587;4,837611376;992,4461196;581,8870406;585,272532;114,9909263;79,17130382;79,24733522;78.91;11;206,678137;1.87618032786885245901;1144.47;800000
3,92;4,048333333;206,820828;4,835102971;1271,02007;680,2450767;690,83708;115,4917034;83,7279652;83,6180284;83.30;11;206,787368;1.91136065573770491803;1165.93;800000
3,92;3,951666667;207,538994;4,818371626;1153,795175;603,8599982;614,745156;115,3031729;82,01249246;81,69934641;81.60;12;207,50407;1.88178688524590163934;1147.89;800000
3,92;3,855;208,867048;4,787734636;1072,116293;590,1749081;600,303971;115,1389553;80,518247;79,55478712;80.25;12;208,831493;1.83854098360655737704;1121.51;800000
3,92;4,016666667;207,657557;4,815620556;1251,636689;601,7243026;621,939327;115,4566621;83,40911873;82,55548641;83.13;12;207,621281;1.89331147540983606557;1154.92;800000
3,92;4,028333333;207,967355;4,80844698;1281,864514;741,8496782;738,123067;115,4970025;83,77618284;83,37125129;83.50;16;207,932383;1.89170491803278688524;1153.94;900000
3,92;3,985;206,74561;4,836862074;1173,898957;669,6657521;672,657583;115,344455;82,38812559;82,52143006;81.98;14;206,709167;1.90222585924713584288;1162.26;900000
3,92;3,903333333;206,865845;4,834050783;1074,439939;588,6111078;597,815422;115,1640552;80,74663483;80,40554963;80.49;12;206,829013;1.87001639344262295081;1140.71;900000
3,92;3,951666667;207,101982;4,828539014;1140,41685;664,6835004;666,438189;115,284194;81,83979989;81,55176049;81.57;18;207,065016;1.89685245901639344262;1157.08;900000
3,92;4,098333333;202,163781;4,946484455;1179,035168;572,2306903;595,331181;115,3955948;82,85345625;80,48383818;82.46;14;202,130209;1.98729950900163666121;1214.24;1200000
3,92;3,755;205,389015;4,868809561;897,8195509;538,5911012;538,24647;114,7658809;77,12357513;76,83603284;76.89;13;205,351495;1.82326229508196721311;1112.19;1200000
3,92;3,961666667;205,963848;4,855221;1119,126127;757,0977918;733,508764;115,2574016;81,59601112;82,9022082;81.34;19;205,927944;1.88829508196721311475;1151.86;1200000
3,92;4,116666667;205,874266;4,85733365;1350,134435;790,1496771;785,282396;115,6041979;84,75157284;84,1934831;84.48;15;205,839081;1.94718032786885245901;1187.78;1200000
3,92;3,823333333;205,870913;4,857412761;967,0437037;573,715661;575,711471;114,9403732;78,7113124;78,36129876;78.47;11;205,834343;1.85008196721311475409;1128.55;1200000
3,99;3,976666667;206,663777;4,838777334;1159,943888;626,6915271;636,552261;115,3219442;82,18329532;81,47915357;81.93;14;206,628517;1.89727868852459016393;1157.34;1300000
3,99;3,941666667;206,998261;4,830958459;1124,490306;785,0697326;760,827408;115,2569404;81,59181454;81,94884802;81.34;20;206,960996;1.87937704918032786885;1146.42;1300000
3,99;4,011666667;207,10889;4,828377961;1224,422886;666,8504505;675,629836;115,4210616;83,08518304;82,09761163;82.83;15;207,073606;1.88904918032786885245;1152.32;1300000
3,99;3,835;207,095332;4,828694063;1006,345955;737,912268;710,180972;115,0183745;79,42105982;79,66543559;79.05;18;207,059111;1.82842880523731587561;1117.17;1300000
3,99;4,026666667;208,400053;4,798463271;1295,678155;641,0809789;658,737275;115,5123414;83,91575467;84,10924891;83.65;12;208,364736;1.88273770491803278688;1148.47;1300000
4;3,893333333;176,650896;5,660882694;565,7550631;426,0851467;417,041087;113,8484914;68,77608218;69,16327841;0.00;13;176,604289;6.45100000000000000000;64.51;800000
4;3,923333333;175,605225;5,694591377;564,5704779;320,3251678;337,03934;113,8616466;68,89578328;67,593969;68.61;8;175,558457;1.64980327868852459016;1006.38;800000
4;3,96;174,1195;5,743182125;560,7952132;405,8043086;393,246604;113,8677503;68,951322;68,96696823;68.78;10;174,072761;1.65834426229508196721;1011.59;800000
4;3,991666667;175,344212;5,703068203;584,316409;395,9407187;389,423171;113,982073;69,99156462;72,36485076;69.81;11;175,29635;1.73645901639344262295;1059.24;800000
4;4,043333333;181,088314;5,522167488;676,2083476;494,5394601;513,423288;114,3368826;73,22004163;71,6670101;72.91;16;181,041199;1.67527868852459016393;1021.92;800000
4;3,933333333;177,460238;5,635065135;587,6366646;349,609929;369,193575;113,9611329;69,80102695;67,82461343;69.63;8;177,408508;1.73106557377049180327;1055.95;900000
4;3,955;176,121384;5,677902236;580,415986;369,81238;370,28752;113,9451952;69,65600737;69,47545818;69.37;9;176,070837;1.73888524590163934426;1060.72;900000
4;3,961666667;175,014523;5,713811533;570,7290642;364,5875497;368,330095;113,9099077;69,3349202;68,49631966;69.05;9;174,967384;1.73325695581014729950;1059.02;900000
4;3,986666667;176,473233;5,666581742;595,2681864;411,2454262;407,763979;114,0219041;70,35399556;71,15987461;70.07;12;176,424007;1.73583606557377049180;1058.86;900000
4;4,01;174,895879;5,717687608;585,5871973;353,6763742;362,769914;113,9976439;70,13324748;70,49657178;69.96;9;174,848026;1.74295081967213114754;1063.20;900000
4;3,865;174,954663;5,71576649;540,3166772;331,5163331;339,608409;113,7214355;67,61997725;67,68700151;67.46;8;174,903831;1.73165573770491803278;1056.31;1000000
4;3,941666667;175,376217;5,702027431;568,0653764;365,4006255;365,635747;113,8871077;69,12745887;68,71697316;68.95;10;175,327194;1.73667213114754098360;1059.37;1000000
4;3,993333333;174,77668;5,721587113;578,6187258;363,635477;366,352261;113,9603775;69,79415421;69,91445859;69.62;8;174,726816;1.75011475409836065573;1067.57;1000000
4;4,033333333;175,868665;5,686061243;605,0602727;369,1095857;376,797053;114,0856131;70,93369488;70,64656063;70.75;8;175,816272;1.75880327868852459016;1072.87;1000000
4;4,055;174,721508;5,723393825;599,3788666;338,6758554;352,526459;114,0763679;70,84957149;71,35812616;70.67;9;174,674764;1.76073770491803278688;1074.05;1000000
4;3,896666667;170,491318;5,86540131;507,9404699;329,1684751;334,264029;113,5911827;66,43478358;65,16998076;66.27;8;170,445969;1.63706557377049180327;998.61;1100000
4;3,936666667;170,508687;5,864803827;518,6353029;363,1036383;354,675684;113,6668822;67,12358645;68,23280423;66.96;10;170,46401;1.65240983606557377049;1007.97;1100000
4;3,985;170,714365;5,857737865;533,9775622;393,4364991;379,010456;113,7664612;68,02967445;69,24524357;67.85;12;170,667807;1.65965573770491803278;1012.39;1100000
4;4,01;169,82997;5,888242223;532,4126931;338,0806243;341,544536;113,7743898;68,10181797;66,59048411;67.93;9;169,785334;1.65757377049180327868;1011.12;1100000
4;4,068333333;170,150564;5,877147724;552,8483215;336,7114947;344,386417;113,897599;69,22292112;68,2162605;69.05;9;169,96622;1.68240983606557377049;1026.27;1100000
4;3,906666667;173,168413;5,774725209;535,3151292;366,0808064;359,528483;113,7248588;67,65112668;68,79931755;67.48;9;173,115092;1.73378688524590163934;1057.61;1200000
4;3,906666667;173,168413;5,774725209;535,3151292;366,0808064;359,528483;113,7248588;67,65112668;68,79931755;67.48;9;173,115092;1.73378688524590163934;1057.61;1200000
4;3,968333333;173,012039;5,779944597;551,9948016;337,2277715;346,998085;113,8353982;68,65694414;66,89061516;68.49;8;172,958698;1.72759016393442622950;1053.83;1200000
4;3,968333333;173,012039;5,779944597;551,9948016;337,2277715;346,998085;113,8353982;68,65694414;66,89061516;68.49;8;172,958698;1.72759016393442622950;1053.83;1200000
4;3,98;172,311777;5,803433854;548,4158354;368,7581723;368,372173;113,8269516;68,58008725;68,01339753;68.40;9;172,258441;1.71922950819672131147;1048.73;1200000
4;3,98;172,311777;5,803433854;548,4158354;368,7581723;368,372173;113,8269516;68,58008725;68,01339753;68.40;9;172,258441;1.71922950819672131147;1048.73;1200000
4;4,033333333;171,929008;5,816354155;560,8459464;361,119979;364,661916;113,9109825;69,34469989;68,89072506;69.17;9;171,877011;1.74427868852459016393;1064.01;1200000
4;4,033333333;171,929008;5,816354155;560,8459464;361,119979;364,661916;113,9109825;69,34469989;68,89072506;69.17;9;171,877011;1.74427868852459016393;1064.01;1200000
4;4,205;172,393659;5,80067739;626,6930935;491,4092901;464,914096;114,2568195;72,49153361;73,84584902;72.17;17;172,344513;1.76798690671031096563;1080.24;1200000
4;4,205;172,393659;5,80067739;626,6930935;491,4092901;464,914096;114,2568195;72,49153361;73,84584902;72.17;17;172,344513;1.76798690671031096563;1080.24;1200000
4;3,966666667;189,621764;5,273656245;765,1170416;510,291073;506,949307;114,556308;75,21663305;74,45914724;0.13;15;189,553593;3.18493442622950819672;1942.81;1300000
4;3,966666667;189,621764;5,273656245;765,1170416;510,291073;506,949307;114,556308;75,21663305;74,45914724;0.13;15;189,553593;3.18493442622950819672;1942.81;1300000
4;3,985;180,568192;5,538073948;643,8843438;391,3903565;398,120907;114,1980111;71,95642451;71,3359816;71.77;9;180,506442;3.42267213114754098360;2087.83;1300000
4;3,985;190,274857;5,255555126;787,0575466;480,1614669;480,635158;114,6231159;75,82453051;76,56282668;75.61;10;190,206415;6.27703278688524590163;3828.99;1300000
4;3,985;180,568192;5,538073948;643,8843438;391,3903565;398,120907;114,1980111;71,95642451;71,3359816;71.77;9;180,506442;3.42267213114754098360;2087.83;1300000
4;3,985;190,274857;5,255555126;787,0575466;480,1614669;480,635158;114,6231159;75,82453051;76,56282668;75.61;10;190,206415;6.27703278688524590163;3828.99;1300000
4;3,998333333;172,795764;5,787178903;559,0197481;319,1056633;334,330457;113,8829367;69,08950631;67,57657845;68.90;8;172,748546;1.65568852459016393442;1009.97;1300000
4;3,998333333;172,795764;5,787178903;559,0197481;319,1056633;334,330457;113,8829367;69,08950631;67,57657845;68.90;8;172,748546;1.65568852459016393442;1009.97;1300000
4;4,106666667;173,174617;5,774518329;599,5737046;366,9641375;370,725803;114,105763;71,11704271;70,80543721;70.93;13;173,130572;1.68249180327868852459;1026.32;1300000
4;4,106666667;173,174617;5,774518329;599,5737046;366,9641375;370,725803;114,105763;71,11704271;70,80543721;70.93;13;173,130572;1.68249180327868852459;1026.32;1300000
4;3,866666667;168,583696;5,931771718;484,236867;290,1054321;304,695488;113,453908;65,18569579;63,95173454;65.02;8;168,539202;1.61490163934426229508;985.09;1400000
4;3,866666667;168,583696;5,931771718;484,236867;290,1054321;304,695488;113,453908;65,18569579;63,95173454;65.02;8;168,539202;1.61490163934426229508;985.09;1400000
4;3,968333333;168,764668;5,92541088;510,9659561;305,5895212;318,462609;113,6501619;66,97144575;67,10056687;66.79;7;168,719863;1.63970491803278688524;1000.22;1400000
4;3,968333333;168,764668;5,92541088;510,9659561;305,5895212;318,462609;113,6501619;66,97144575;67,10056687;66.79;7;168,719863;1.63970491803278688524;1000.22;1400000
4;3,976666667;168,916519;5,92008411;514,5574892;322,4339761;329,52074;113,6722543;67,17246906;66,66666667;66.99;8;168,875216;1.63790163934426229508;999.12;1400000
4;3,976666667;168,916519;5,92008411;514,5574892;322,4339761;329,52074;113,6722543;67,17246906;66,66666667;66.99;8;168,875216;1.63790163934426229508;999.12;1400000
